time,ppg,beat
20218223522,0.3128,0.0
20218223522,1.8768,0.0
20218223522,2.8152,0.0
20218223522,2.8152,0.0
20218223522,1.564,0.0
20218223522,0.3128,0.0
20218223522,0.0,0.0
20218223522,1.564,0.0
20218223522,2.8152,0.0
20218223522,2.5024,0.0
20218223522,2.5024,0.0
20218223522,0.6256,0.0
20218223522,0.0,0.0
20218223522,1.2512,0.0
20218223522,2.8152,0.0
20218223522,3.1281,0.0
20218223522,2.8152,0.0
20218223522,1.564,0.0
20218223522,4.6921,305.9238
20218223522,1.2512,305.6109
20218223522,2.1896,305.9238
20218223522,3.1281,305.6109
20218223522,3.1281,305.9238
20218223522,1.564,305.6109
20218223522,0.3128,305.9238
20218223522,0.0,0.0
20218223522,1.8768,0.0
20218223522,2.8152,0.0
20218223522,2.8152,0.0
20218223522,1.564,0.0
20218223522,0.3128,0.0
20218223522,0.3128,0.3128
20218223522,1.8768,0.0
20218223522,2.8152,0.0
20218223522,3.1281,0.0
20218223522,1.8768,0.0
20218223522,0.3128,0.0
20218223522,0.0,0.0
20218223522,1.564,0.0
20218223522,2.8152,0.0
20218223522,2.8152,0.0
20218223522,1.8768,0.0
20218223522,0.3128,0.0
20218223522,0.0,0.0
20218223522,1.8768,0.0
20218223522,2.8152,0.0
20218223522,2.8152,0.0
20218223522,1.564,0.0
20218223522,0.3128,0.0
20218223522,0.3128,0.0
20218223522,1.8768,0.0
20218223522,2.8152,0.0
20218223522,2.8152,0.0
20218223522,1.564,0.0
20218223522,0.6256,0.0
20218223522,0.0,0.0
20218223522,1.564,0.0
20218223522,2.5024,0.0
20218223522,2.8152,0.0
20218223522,8.1329,305.6109
20218223522,1.8768,305.9238
20218223522,0.3128,305.6109
20218223522,0.3128,305.6109
20218223522,2.1896,305.6109
20218223522,2.5024,305.6109
20218223522,2.8152,305.6109
20218223522,1.564,0.0
20218223522,0.3128,0.0
20218223523,0.3128,0.0
20218223523,1.8768,0.0
20218223523,2.8152,0.0
20218223523,2.8152,0.0
20218223523,1.564,0.0
20218223523,0.3128,0.0
20218223523,0.3128,0.0
20218223523,1.8768,0.0
20218223523,2.8152,0.0
20218223523,2.8152,0.0
20218223523,1.564,0.0
20218223523,0.3128,0.0
20218223523,0.0,0.0
20218223523,1.8768,0.0
20218223523,2.8152,0.0
20218223523,2.8152,0.0
20218223523,1.2512,0.0
20218223523,0.0,0.0
20218223523,0.6256,0.0
20218223523,2.5024,0.0
20218223523,2.5024,0.0
20218223523,2.8152,0.0
20218223523,1.2512,0.0
20218223523,0.0,0.0
20218223523,0.6256,0.0
20218223523,1.8768,0.0
20218223523,2.8152,0.0
20218223523,2.8152,0.0
20218223523,1.564,0.0
20218223523,0.3128,0.0
20218223523,0.3128,0.0
20218223523,7.5073,305.9238
20218223523,3.4409,305.9238
20218223523,2.8152,305.6109
20218223523,1.8768,305.6109
20218223523,0.6256,305.6109
20218223523,0.0,305.6109
20218223523,0.9384,305.6109
20218223523,2.1896,305.9238
20218223523,2.8152,305.6109
20218223523,2.5024,0.0
20218223523,1.2512,0.0
20218223523,0.0,0.0
20218223523,0.6256,0.0
20218223523,2.1896,0.0
20218223523,2.8152,0.0
20218223523,2.8152,0.0
20218223523,1.564,0.0
20218223523,0.3128,0.0
20218223523,0.3128,0.0
20218223523,1.8768,0.0
20218223523,2.8152,0.0
20218223523,2.8152,0.0
20218223523,1.8768,0.0
20218223523,0.6256,0.0
20218223523,0.0,0.0
20218223523,1.2512,0.0
20218223523,2.8152,0.0
20218223523,2.8152,0.0
20218223523,2.1896,0.0
20218223523,0.6256,0.0
20218223523,0.0,0.0
20218223523,1.2512,0.0
20218223523,2.5024,0.0
20218223523,3.1281,0.0
20218223523,2.5024,0.0
20218223523,0.6256,0.0
20218223523,0.0,0.0
20218223523,1.2512,0.0
20218223523,3.4409,0.0
20218223523,3.1281,0.0
20218223524,2.5024,0.0
20218223524,0.9384,0.0
20218223524,0.0,0.0
20218223524,6.2561,304.9853
20218223524,3.4409,305.6109
20218223524,3.1281,305.6109
20218223524,2.8152,305.9238
20218223524,1.564,305.9238
20218223524,0.3128,305.9238
20218223524,0.0,305.6109
20218223524,1.2512,305.6109
20218223524,0.0,0.0
20218223524,2.8152,0.0
20218223524,2.5024,0.0
20218223524,0.6256,0.0
20218223524,0.0,0.0
20218223524,0.9384,0.0
20218223524,2.8152,0.0
20218223524,3.1281,0.0
20218223524,2.8152,0.0
20218223524,1.2512,0.0
20218223524,0.0,0.0
20218223524,1.2512,0.0
20218223524,2.8152,0.0
20218223524,2.8152,0.0
20218223524,2.5024,0.0
20218223524,0.6256,0.0
20218223524,0.0,0.0
20218223524,0.9384,0.0
20218223524,2.8152,0.0
20218223524,3.1281,0.0
20218223524,2.5024,0.0
20218223524,0.9384,0.0
20218223524,0.0,0.0
20218223524,0.6256,0.0
20218223524,2.1896,0.0
20218223524,2.8152,0.0
20218223524,2.8152,0.0
20218223524,1.564,0.0
20218223524,0.0,0.0
20218223524,0.0,0.0
20218223524,2.1896,0.0
20218223524,3.1281,0.0
20218223524,2.8152,0.0
20218223524,1.2512,0.0
20218223524,0.3128,0.0
20218223524,0.6256,0.0
20218223524,1.8768,0.0
20218223524,2.8152,0.0
20218223524,2.8152,0.0
20218223524,2.1896,0.0
20218223524,0.9384,0.0
20218223524,0.0,0.0
20218223524,0.6256,0.0
20218223524,2.5024,305.6109
20218223524,8.1329,305.9238
20218223524,2.8152,305.6109
20218223524,0.9384,305.6109
20218223524,0.0,305.6109
20218223524,0.0,0.0
20218223524,2.1896,0.0
20218223524,2.8152,0.0
20218223524,2.8152,0.0
20218223524,1.2512,0.0
20218223524,0.0,0.0
20218223524,0.6256,0.0
20218223524,2.1896,0.0
20218223524,2.8152,0.0
20218223524,2.8152,0.0
20218223524,1.2512,0.0
20218223524,0.0,0.0
20218223524,0.6256,0.0
20218223525,2.1896,0.0
20218223525,2.8152,0.0
20218223525,2.8152,0.0
20218223525,0.9384,0.0
20218223525,0.0,0.0
20218223525,0.6256,0.0
20218223525,2.5024,0.0
20218223525,2.8152,0.0
20218223525,2.5024,0.0
20218223525,1.2512,0.0
20218223525,0.0,0.0
20218223525,1.2512,0.0
20218223525,2.5024,0.0
20218223525,2.8152,0.0
20218223525,2.8152,0.0
20218223525,1.2512,0.0
20218223525,0.0,0.0
20218223525,0.9384,0.0
20218223525,2.5024,0.0
20218223525,3.1281,0.0
20218223525,3.1281,0.0
20218223525,1.8768,0.0
20218223525,0.6256,0.0
20218223525,0.0,0.0
20218223525,1.2512,0.0
20218223525,2.8152,0.0
20218223525,8.1329,305.9238
20218223525,2.5024,305.6109
20218223525,0.6256,305.9238
20218223525,0.0,305.6109
20218223525,1.564,305.6109
20218223525,2.5024,305.6109
20218223525,2.8152,305.6109
20218223525,1.2512,0.0
20218223525,0.3128,0.0
20218223525,0.0,0.0
20218223525,2.1896,0.0
20218223525,2.8152,0.0
20218223525,2.8152,0.0
20218223525,2.1896,0.0
20218223525,0.6256,0.0
20218223525,0.0,0.0
20218223525,1.8768,0.0
20218223525,2.5024,0.0
20218223525,2.8152,0.0
20218223525,1.8768,0.0
20218223525,0.3128,0.0
20218223525,0.0,0.0
20218223525,1.564,0.0
20218223525,2.8152,0.0
20218223525,2.8152,0.0
20218223525,1.564,0.0
20218223525,0.3128,0.0
20218223525,0.3128,0.0
20218223525,1.8768,0.0
20218223525,2.8152,0.0
20218223525,2.8152,0.0
20218223525,1.8768,0.0
20218223525,0.3128,0.0
20218223525,0.0,0.0
20218223525,1.564,0.0
20218223525,2.5024,0.0
20218223525,3.1281,0.0
20218223525,2.5024,0.0
20218223525,0.6256,0.0
20218223525,0.0,0.0
20218223525,1.2512,0.0
20218223525,2.8152,0.0
20218223525,3.1281,0.0
20218223525,2.1896,0.0
20218223525,0.6256,0.0
20218223525,0.0,0.0
20218223526,1.2512,0.0
20218223526,2.8152,0.0
20218223526,2.8152,0.0
20218223526,1.8768,0.0
20218223526,0.6256,0.0
20218223526,5.0049,305.9238
20218223526,2.1896,305.6109
20218223526,2.8152,305.6109
20218223526,2.8152,305.6109
20218223526,2.5024,305.6109
20218223526,0.6256,305.6109
20218223526,0.0,305.6109
20218223526,0.0,0.0
20218223526,2.8152,0.0
20218223526,2.5024,0.0
20218223526,2.5024,0.0
20218223526,0.6256,0.0
20218223526,0.0,0.0
20218223526,1.2512,0.0
20218223526,2.8152,0.0
20218223526,3.1281,0.0
20218223526,2.5024,0.0
20218223526,0.6256,0.0
20218223526,0.0,0.0
20218223526,1.564,0.0
20218223526,2.5024,0.0
20218223526,2.8152,0.0
20218223526,2.1896,0.0
20218223526,0.9384,0.0
20218223526,0.0,0.0
20218223526,1.8768,0.0
20218223526,2.8152,0.0
20218223526,2.8152,0.0
20218223526,1.8768,0.0
20218223526,0.3128,0.0
20218223526,0.0,0.0
20218223526,1.8768,0.0
20218223526,2.8152,0.0
20218223526,2.8152,0.0
20218223526,1.8768,0.0
20218223526,0.0,0.0
20218223526,0.0,0.0
20218223526,1.564,0.0
20218223526,2.8152,0.0
20218223526,3.1281,0.0
20218223526,2.1896,0.0
20218223526,0.6256,0.0
20218223526,0.0,0.0
20218223526,1.2512,0.0
20218223526,2.8152,0.0
20218223526,3.1281,0.0
20218223526,2.5024,0.0
20218223526,0.9384,0.0
20218223526,0.0,0.0
20218223526,1.2512,0.0
20218223526,8.1329,305.9238
20218223526,3.7537,305.9238
20218223526,2.5024,305.9238
20218223526,0.6256,305.9238
20218223526,0.0,305.9238
20218223526,1.2512,305.9238
20218223526,2.8152,305.6109
20218223526,1.564,0.0
20218223526,2.8152,0.0
20218223526,1.2512,0.0
20218223526,0.0,0.0
20218223526,1.564,0.0
20218223526,2.8152,0.0
20218223526,2.8152,0.0
20218223526,1.8768,0.0
20218223526,0.6256,0.0
20218223526,0.0,0.0
20218223527,1.564,0.0
20218223527,2.8152,0.0
20218223527,2.8152,0.0
20218223527,1.8768,0.0
20218223527,0.3128,0.0
20218223527,0.0,0.0
20218223527,1.564,0.0
20218223527,2.5024,0.0
20218223527,2.8152,0.0
20218223527,2.1896,0.0
20218223527,0.6256,0.0
20218223527,0.0,0.0
20218223527,1.564,0.0
20218223527,2.8152,0.0
20218223527,3.1281,0.0
20218223527,2.1896,0.0
20218223527,0.3128,0.0
20218223527,0.0,0.0
20218223527,1.564,0.0
20218223527,2.8152,0.0
20218223527,2.8152,0.0
20218223527,1.8768,0.0
20218223527,0.3128,0.0
20218223527,0.3128,0.0
20218223527,2.1896,0.0
20218223527,3.1281,0.0
20218223527,2.8152,0.0
20218223527,1.564,0.0
20218223527,0.0,0.0
20218223527,5.6305,305.9238
20218223527,3.1281,305.6109
20218223527,3.1281,305.9238
20218223527,2.8152,305.6109
20218223527,1.2512,305.9238
20218223527,0.6256,305.9238
20218223527,0.3128,305.6109
20218223527,1.8768,305.6109
20218223527,0.0,0.0
20218223527,2.8152,0.0
20218223527,1.564,0.0
20218223527,0.3128,0.0
20218223527,0.0,0.0
20218223527,2.1896,0.0
20218223527,2.8152,0.0
20218223527,2.8152,0.0
20218223527,1.564,0.0
20218223527,0.0,0.0
20218223527,0.0,0.0
20218223527,1.8768,0.0
20218223527,2.8152,0.0
20218223527,2.8152,0.0
20218223527,1.564,0.0
20218223527,0.3128,0.0
20218223527,0.0,0.0
20218223527,1.8768,0.0
20218223527,2.5024,0.0
20218223527,2.8152,0.0
20218223527,1.8768,0.0
20218223527,0.3128,0.0
20218223527,0.0,0.0
20218223527,1.8768,0.0
20218223527,2.8152,0.0
20218223527,2.8152,0.0
20218223527,1.8768,0.0
20218223527,0.3128,0.0
20218223527,0.0,0.0
20218223527,2.1896,0.0
20218223527,3.1281,0.0
20218223527,2.8152,0.0
20218223527,1.2512,0.0
20218223527,0.0,0.0
20218223527,0.6256,0.0
20218223528,2.5024,0.0
20218223528,2.8152,0.0
20218223528,8.7586,305.9238
20218223528,1.564,305.6109
20218223528,0.3128,305.9238
20218223528,0.3128,305.9238
20218223528,2.1896,305.6109
20218223528,2.8152,305.9238
20218223528,2.8152,305.9238
20218223528,1.2512,305.9238
20218223528,0.0,305.6109
20218223528,0.3128,305.6109
20218223528,0.0,0.0
20218223528,2.5024,0.0
20218223528,3.1281,0.0
20218223528,1.2512,0.0
20218223528,0.6256,0.0
20218223528,0.6256,0.0
20218223528,2.5024,0.0
20218223528,2.8152,0.0
20218223528,2.8152,0.0
20218223528,1.564,0.0
20218223528,0.3128,0.0
20218223528,0.6256,0.0
20218223528,1.8768,0.0
20218223528,2.5024,0.0
20218223528,3.1281,0.0
20218223528,1.564,0.0
20218223528,0.3128,0.0
20218223528,0.0,0.0
20218223528,1.564,0.0
20218223528,2.8152,0.0
20218223528,3.1281,0.0
20218223528,2.5024,0.0
20218223528,0.6256,0.0
20218223528,0.0,0.0
20218223528,1.2512,0.0
20218223528,2.8152,0.0
20218223528,2.8152,0.0
20218223528,1.564,0.0
20218223528,0.3128,0.0
20218223528,0.0,0.0
20218223528,1.8768,0.0
20218223528,2.8152,0.0
